Game States,Optimal Moves
oxoooxbxx,o7
bbbbbbbbb,o5
bbboxbbbb,o1
obbbbbbbb,x5
obbbbbbbb,x5
xoooxbxob,x9
oxoooxxxb,o9
bxobbbobb,x5
boobxbbxb,o1
oboobxbbx,x2
bbbbbbbbb,o5
bbbbbbobb,x5
bboobbbbx,x5
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbbboxbb,o5
bbobxxobb,o4
bbbbxobox,o1
bobxbbbbb,o5
bbxbbobbo,x5
bbbbbbbbb,o5
oxobxbxob,o9
bbbbbbbxo,o5
xobbbbobb,x5
ooxbbxbbo,x5
xoboxxobb,o9
bbbbbbbbb,o5
oxxoobxob,x6
bbbbbbbbb,o5
bobboxoxb,x3
obxbobxob,x2
bboobbbxb,x5
bxxbbobbo,o1
bbbbbbbbb,o5
xbxxbooob,o2
bbxobbobb,x1
bxboobxob,x6
bboobxbbx,o5
bbbbxobob,x1
oxxbbooxo,x4
boobbbxxb,o1
xoboxxboo,x7
xboooxxob,x2
boboxooxx,x1
bbbxbbobb,o5
bbbbbbbbo,x5
bbbbbxoob,x9
bobbbxbob,x5
boboxxbbo,x1
bbbbbbbbo,x5
oxxoboxxo,o5
bbbbbbbbb,o5
bbbxoxobb,o3
bbbbbbbbb,o5
obbobbbbx,x7
bobbbbbbb,x5
bxbbbbboo,x7
bbbxobbbb,o1
oxoboxxob,x9
xbobboxbb,o4
bbbbbbbbb,o5
xbbbobbbb,o3
oobbxxbbb,o3
boxbbbxob,o5
bbbbbbbbb,o5
bobxbooxb,x5
obbbbxbbb,o5
bbbbbbbbb,o5
bxboxxoob,o9
bbbbbbbbb,o5
bxbxoobob,x1
bbbbbbbbb,o5
bbbbbbbob,x5
bbbbbbbbb,o5
bbbbxbbbo,o1
obxbboxox,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbobxx,o7
bbbbbbbbb,o5
bbbbbbbbb,o5
booxbxobx,o1
xoobxbbbo,x6
bbbbbbbob,x5
bbbbbobbb,x5
bbbbbobbb,x5
bbboxobbb,x1
bbbbbbbbb,o5
xboxbobbb,o7
bbbooxxox,o2
bbbbbbbbb,o5
boboobbxx,x6
oxoxooxxb,o9
bxbbbobbb,o5
oobbbbxxo,x3
bxboobxbb,o6
obbxoooxx,x3
xbbbobbbo,x3
bbbobbbbb,x5
xxbobooxo,x3
bxxobobob,x1
bbbbbbbbb,o5
xbbbbbobo,x8
bobxxoxbo,o1
bobxbxobb,o5
bbbbbbbbb,o5
xbbbobbbb,o3
bbxobbbob,x5
bbbbbbobb,x5
bbxboobox,x4
bobbxbbbb,o1
bbbobbbbb,x5
oobbbxbxb,o3
bxxbboobb,o1
xbbbobxob,o4
xxoboobox,x4
bbbbbbbbb,o5
oxbooxxob,x9
bobbbbbbb,x5
bbbbboxbb,o5
bobxbxobb,o5
oobbbxbbb,x3
oxxbbbbob,o5
xobbbobbb,x5
bbbbbbbbb,o5
oxoxooxbx,o8
bboboxbbb,x7
xxooxxobo,o8
ooxxbboxb,o5
bbbbbbbbb,o5
boxbboxbo,x5
bbbbbobxb,o5
xobobobbx,x5
oobbxbobx,x3
bbbbbobbb,x5
bboxbbbbb,o5
xobxxobob,o7
bbbobbbxb,o5
bobbobbbx,x8
bbobxbbbb,o1
bxbooxbxo,o1
ooxbxbobb,x4
oxbbbbbbb,o5
bbbbbbbbb,o5
boobbxxbb,o1
bxbboxoob,x9
bbbbbbbbb,o5
ooxoobxbx,x6
bobbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbbxxooob,o9
xboboxbob,x2
bbxxoooxo,x1
oxxoxobbo,x7
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
xoxbbxoob,o9
xobbobxbo,x4
bbobbbbbb,x5
bbbobbbbb,x5
bboobbbbx,x5
xxbbobobo,x3
bbbbbbbbb,o5
bbbbbbxoo,x5
bxooobxox,x6
obxobbxob,x5
oxxbbboxo,o4
boxbboxbb,o5
bbbxboxoo,x1
bbbobbbox,x5
bbbbbbbbb,o5
oxbbbbbbo,x5
bobbbbbbb,x5
xbbxoobxo,o7
bbbbbbbbb,o5
boxxoobbx,o8
bbbbbbbob,x5
bbbbbbbbb,o5
obxoboxox,x5
bbbboxbob,x2
bbbbbbbbo,x5
oxxboxobb,o4
oboxbxoox,x2
bbxxoboob,x9
bbobxbbob,x1
boooxbxxo,x1
bboooxxox,x2
bxxooxxoo,o1
bxbxoxoob,o9
bbobbbbbb,x5
bbbbbbbbb,o5
bxbxoobbb,o1
bbbbbbobb,x5
oobxbbbbx,o3
bbbbbbbbb,o5
xbbbbbbob,o5
bbbbxbbbo,o1
bobbbboxb,x5
bbbbbbbob,x5
obobbxoxb,x2
xoboobxxo,x6
booobxbxx,o1
ooxxbbbbo,x5
obxbbbbox,o6
bxbbxoboo,x7
bbbbbbobb,x5
xbbxobbbo,o7
bbxoxbbob,o7
bbbbbbbbo,x5
xbbboobbb,x4
oxxxbooob,x9
booxoxxbo,x1
obbbbbbbb,x5
bxbxoobob,x1
oboobbxxb,x2
xbxxoooxo,o2
oxobxbobx,o4
boxooboxx,x6
bbbbbbbbb,o5
xbbobobbx,o5
oobbxxoox,x3
bbbbbbbbb,o5
bobboxxbb,o8
boxoxbbox,o6
bbboxbbbb,o1
bboxbbobx,o5
bbbbbbbbb,o5
xbobobbbb,x7
boobbbbxb,x1
xobxobbbb,o7
bobbbbbox,x5
oxobbxbbb,o5
ooxxoobbx,x8
oxbobbxxo,o5
bbbbbbbbb,o5
oboxbxxbo,o2
xooobxbxo,x5
bbxbooxbb,o4
bbbbobxox,o2
bxbbobbxo,o1
bboobxbxb,o5
bxbbbbobo,x8
xoxxxoboo,o7
bobxbbbbo,x5
bbbbbbbbb,o5
bxoboxbxo,o1
oxooxoxbb,x8
xbbooboxx,o6
xobbbbbbb,o5
obobbobxx,x2
xxoooxbox,o7
bbbbobbbb,x1
bobbbbbbb,x5
bbbbbbbbb,o5
obxbbbbbb,o5
oxbxxoxoo,o3
obbobbxxb,o9
obbbbbbbb,x5
bbbbobbbb,x1
bobbxbbxo,o1
bbbbbbbbb,o5
oxobxxoox,o4
bxxoxoobb,o1
xxobbbbbo,o6
obobbboxx,x2
bxboxbobb,o1
xxobbooox,x5
bobxoxobx,o8
oxxbxooox,o4
bbobbbbxb,o5
oxbbbboox,x4
xoxbboxob,o4
bxboobxbb,o6
bxbbbobbb,o5
bobbbbbbb,x5
bbbbbbbbb,o5
bxxbboobb,o1
bobxbobbx,o5
bbbbobbbb,x1
bobxbbobx,o5
bobbbbbxb,o5
xoxobboxo,x5
bbbbbbbbb,o5
bbbxoobxo,x3
xbbbbbbob,o5
oxbbbbobb,x4
bxoboxxob,o1
bbbbbxoob,x9
obbbbobxb,x5
obbbxbbbb,o3
obbxobbbb,x9
bbxboxxoo,o2
boobbbbxb,x1
bbbbbbbob,x5
obboxbbbb,x7
oxoobbbxb,x7
xbbbbobbo,x3
xbbbooxxo,o4
bboxxbobb,o6
oxooxbbox,x7
bbbbbbbbb,o5
obbbxbbob,x3
obbbbbbbb,x5
oxooxbxox,o6
bobxbobbx,o5
obobxxbbb,o2
bbbxobbob,x2
xoboxoxxo,o3
bbbboxxob,o2
bbbobbbbb,x5
bxoxbobbb,o9
obbbbxbob,x5
oxbxbobbb,o5
bxbxboobb,o5
oxboxbbbo,x7
bbooxbxox,o1
bobbbxbbo,x5
xxobobxob,o4
bobobxbbb,x5
obxoobbxx,o6
bbbbobbbb,x1
bbobbbbbb,x5
bbbbxobox,o1
bbbbbbbbb,o5
xxooxbobo,x8
ooxxoboxx,o6
bbbbbxbob,o5
bxbxboobb,o5
bxboobbxb,o6
xooxobbbx,o7
bbxoobbbb,x6
xbooxbbbo,x6
oxxxoobox,o7
bbbbbbbbb,o5
oobbbbxxo,x3
bbbbbbbbb,o5
xbboobxbb,o6
obbbbbobx,x4
bbbboxbbb,o1
booxbbbox,x1
boxbbbbbb,o5
bxbxbboob,o9
bbbbbbbbb,o5
ooxxbboox,x5
bbbbbbbob,x5
bbbboobxb,x4
obxbbbbbo,x5
xbbooxbob,x2
oboxbxbbb,o2
bbbobbbbb,x5
bbbxbbbbo,o5
bbbobbbbb,x5
oxoxoxxob,o9
bbxoxobob,x7
bbboobxbb,x6
oobobxxbb,x3
oxxxbboob,o9
obxbbbbxo,o5
obbbbbbbb,x5
bbbbbbbbb,o5
bbxbxbboo,o7
bbxbobbbo,x1
oxbboxbbb,o9
obbbbbbbb,x5
oobbbxbbb,x3
bbbobxoxb,o1
obbbbbbbb,x5
ooboxoxbx,x3
bbbbbbbbb,o5
bbbbbbbbb,o5
oobxxooxb,x3
bbbbxobob,x1
bboxbxxoo,o5
bxoobboxx,o1
xbbboxobb,o3
bbobbxbbb,o5
bbbxbbobb,o5
bbbbbbbbo,x5
bbbbbbbob,x5
obxbbbbxo,o5
bbxbobbbb,o1
bxobobbxb,o7
bbbbbxbob,o5
bobbbbxbo,x5
bxbbxoobb,o8
bboboxxbo,x1
boxbbbbxo,o5
bbbbbobbb,x5
bxbbobbox,o1
bbbbbboxb,o5
bbbbbbbob,x5
bbboxxxoo,o3
xbooxbxoo,x6
bbbbbbbbb,o5
xxbbboxoo,o3
xbobbbxbo,o4
bbbobxbbb,o5
bbbbbbbbb,o5
oxxxoboox,o6
bxxoxoobo,x1
bbbbbbbbb,o5
oxobxoxox,o4
bbbbbbbbb,o5
oxboxoxob,x3
bxobbbbbb,o5
xbbxoxobo,o8
bobbobxbb,x8
bobbxxobb,o4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbxbob,o5
xbbbbobob,x5
xxooxxobo,o8
bboxbxobb,o5
oxboboxxb,o5
bbbbbbbbb,o5
obbbxbxob,o3
bbbbbbbob,x5
bbbbbbbbb,o5
xxooboxbb,o5
bbbbbobbb,x5
xooobxbbb,x5
xobbbbbbo,x5
bbbbbbbbb,o5
bxbbbobbb,o5
obbbbxbbb,o5
ooxxboxxo,o5
xbbobbbob,x5
bbxbbobbb,o5
oxbbobbxb,o9
bbbbxboob,x9
bbbbbobbb,x5
oxoxbooxx,o5
obxbbbbob,x5
obbbbxbbb,o5
oboboxbbx,x2
bbbbbboxo,x5
bbbbbbbbb,o5
xbbbbbobb,o5
bobbbbbxb,o5
boxobobxb,x5
bbbxooxxo,o1
bbbbbobbb,x5
bbbbbbbbo,x5
bbooxxbxo,o2
bbbxbobob,x5
bbbbbbbbb,o5
ooxbxooxb,x4
obxbbboxo,x4
bbxoxxobo,o8
bbboxooxx,o1
bbxobxboo,x7
xobbxobbo,x3
bbobbbbxb,o5
bbxbxooox,o1
bbbbbbbbb,o5
oobbbxbbb,x3
boxxxooox,o1
bxbobbobx,o1
bbbbbxbob,o5
bobbbxbbb,o5
bbxbbooxo,x5
xobbbbobx,o5
obbbobbxb,x9
oobxxoobx,x3
bbobbbbbx,o5
bbbbbbbbb,o5
xbooxxobb,o9
bbbobbbxb,o5
obbbbbbbb,x5
boxbbbbxo,o5
xoxobboox,x5
bbbbbbbbb,o5
bbbobbbbb,x5
bbbboxobb,x3
bbbbbbbbb,o5
bbbbbbobb,x5
bbxooxxbo,o1
bbxbooobx,x4
bbbbbbbbb,o5
bbbbbbobb,x5
bxbbbxoob,o9
xbbobobbx,o5
bbbbbbbbb,o5
obxxbooox,x5
bbooxxxbo,o1
bbbbbbbbb,o5
obboboxbx,x5
bobbxobbb,x1
bbbbbbbbb,o5
boxbobxbo,x8
oxxbxboob,o9
bboxoxxbo,o1
xbxxboobo,o2
bbbbbbbxo,o5
bbbbbbbbb,o5
boobbxxbb,o1
oxbbbooxb,x4
xxbbbbobo,o3
bbbbbbbbb,o5
xxooboxox,o5
booxxbxoo,x1
bbbbbbobb,x5
obbbbbbbb,x5
boxoxbbob,x7
bbbxbobob,x5
oxboxoxbo,x8
oboobxbbx,x2
bbbbbbbob,x5
bobbbbbbb,x5
bbbooxxbb,o1
obobbxobx,x2
oxbxxoobb,o8
ooxbboxbx,o8
bbbbbobbb,x5
boxxbbxoo,o1
bbbbbbbbb,o5
bxboxoobb,x1
xobobbxbo,x5
xooxbboxo,x6
xbxobbbbo,o2
bbxobbbxo,o5
obbobbbxx,o7
obxxbbbbo,o5
bbbbbbxob,o5
bbbbxbobo,x8
bxoxbooox,x5
bbbbbxobb,o5
xbbobbbbb,o5
ooboxxbox,x3
xoxxoobxo,o7
bbobxbobb,x1
bbbbbbbbb,o5
bbbbbbobb,x5
bbxbxbobo,o8
bboxbxobo,x5
bbobbbxob,x5
oxobbbxbb,o5
xoobbbobx,x5
bbbbbbbob,x5
xbbobbxbo,o5
bbbbbbbbb,o5
ooboxxxbo,x3
bbboxxobb,o1
bobbbbbbb,x5
obbxoooxx,x3
bbobobbbx,x7
oxbbbobbb,x5
oboxxbbbo,x2
bbbbbbobb,x5
bbbbbobbb,x5
xbobbbbbo,x6
xobxoooxx,o3
bbbobbbbb,x5
bobbxbbbb,o1
boobbbbbx,x1
bbbobxbbb,o5
bbobbbbbb,x5
obxxooxox,o2
xbobbooxx,o5
xbbbbobob,x5
oxxoobbxb,o6
obbbbbbbb,x5
bboobxbbb,x5
bbbbbbbbb,o5
obbobbxbx,o8
bbbbbobbb,x5
bbbbbbobb,x5
bbbbbbbbb,o5
bboxbbbbb,o5
bbbbbbbbb,o5
bbbbxobob,x1
bbobbxbbb,o5
bbbxbbbob,o5
bbbbbbbbo,x5
obboxobbx,x7
bbobbbxbb,o5
booobxxbx,o1
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbbobbbb,x1
boboxobxx,o7
xbbooxoox,x2
bbobxbbob,x1
bobbbbbxb,o5
bbbbbbbbb,o5
oxbxoxoox,o3
bbxbbobob,x5
bbbbbbobb,x5
oxoxxoxob,o9
bobbbxbbb,o5
xbbbbbboo,x7
bbbobbbbb,x5
bobbxxbob,o4
obxxobbbb,o9
xbbbbbbbo,o5
bbobxxobo,x4
xbobboxob,x4
bobxobxbb,o1
bbbbbbbbb,o5
bbobbobxx,o7
obbbboxxo,x3
obbbbboxx,o4
bxobbbbbo,x6
bbboobxxo,x6
xobobbbbb,x5
bbbbxobob,x1
xoboxbxoo,x3
obxbobbbb,x9
bbbbbbbbb,o5
bxoboobbx,x4
bxobxoxob,o9
obbbbbbbb,x5
boxooxbxb,o9
bbxbxbobo,o8
boxoxxobo,x8
bbbbbbbbb,o5
bbbbobbox,x2
obbbobbxb,x9
oobxobxxb,o3
bbbxbbbob,o5
bbbbbobbb,x5
xobxbooxb,o5
bbbbbbxbo,o5
xxbobooxb,o3
oobxoxobx,x3
bbbobbbbb,x5
bboobbbbx,x5
bbobbbbox,x5
bbxbxoboo,x7
bbobbbxob,x5
bbbbbbbbo,x5
obbbbbbox,x5
bbbbbbbbb,o5
xbobbobbb,x9
xboooxxox,o2
bxboobobx,x6
oxoxbxoxo,o5
bxbbbbobb,o5
bbxoboxob,x5
bobbbbxbb,o5
ooxoxxbbo,x7
bbbbobbbx,o1
xxbxobboo,o3
obxobxbbb,o7
boboxbbox,x1
bbboxxoob,x9
boooxxxox,o1
bbbbbbbbb,o5
bobxbbxbo,o1
bbbbbbobb,x5
obxbbobxo,x5
bboxbbbbb,o5
bbbbbobbb,x5
bbbbbbbbb,o5
oxoxooxxb,o9
bbbbbbbbb,o5
oobxbbxob,x3
xbbbooxbo,x4
xbbxboboo,x7
bbbbbbbob,x5
oxxxbobob,o5
bbobxbbbb,o1
bbbbbbbbb,o5
bbobobbxx,o7
bobbbbbbb,x5
obbbbxbbo,x5
xooboxbbb,x8
bbbxbxobo,o5
xoxoboxbb,o5
bbbobxobb,x1
obbbbbbbb,x5
oboxxoobx,x2
bxbbxobob,o1
bbbbxbbbo,o1
bbbbobbxo,x1
bbbobxbbb,o5
bbbbbbobb,x5
xxooxbxoo,o6
ooxbboxbx,o8
xbxbbobob,o2
bbbboxxbo,o1
bbobxoxox,o1
oxbxbbbbo,o5
xbobobbxb,o7
xobbobbbb,x8
bbobbbbbb,x5
obxbbbxob,o5
bobobxxbo,x5
bbbxboobb,x5
bbbbbxobb,o5
oobxxoobx,x3
bobbbbbxb,o5
bbbxbooxo,x3
oxbbbbobx,o4
bbxobbbbo,x5
bbobxxbob,o4
booxxoxbb,o1
bbobbbbbb,x5
ooxbbobxb,x5
bbbbbobbb,x5
oxxboooxx,o4
bobxbobox,x5
xooxbxbbo,o5
bbbbobbbb,x1
boobobxbx,x1
oxbbbobox,x5
xxbbbbobo,o3
oxoxoobbx,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
xoxobooxx,o5
obbxxbboo,x6
xbbobbbbb,o5
xbbbbobbb,o5
bbobxbobb,x1
bbbobbxob,x5
xbbbbobbb,o5
bbbobbbbb,x5
bbbbbbbbb,o5
bxbbbxboo,o7
bbxobboox,x1
oobxbbbbb,x3
bxoxxooox,o1
bbobbbbbx,o5
xobboxoxb,o3
xbooxbobb,x9
bbobxxoob,x4
booxbbbxo,x1
oobbxbbxb,o3
bbbbbbbox,o5
bbbbbbbbb,o5
bbbbxobbb,o1
bbbbbbxbo,o5
bbbbbbxob,o5
bbbbobbbb,x1
obbxbbxob,o5
bbbxbobbo,x3
bxboxoobx,o1
xxooxbxoo,o6
xoxbbboox,o5
oxboxoxob,x3
bbbooxbbb,x1
bbbbbbobb,x5
oxxbbbbbo,o5
xoobboxxb,o9
obbxbbbob,x5
boxxoxobo,x8
bbbbbbbbb,o5
bxobobxbb,o1
oobbboxbx,x3
bobbboxbx,o8
oxxboobbb,x4
bbbbbxobb,o5
oxobbxoxb,o4
bbbbboobx,x5
bbbobbbbb,x5
xoooxbbxo,x6
bbbbbbbbb,o5
bxbbobbbo,x1
bbbbbbbbb,o5
xbobbxobb,o5
bbxxobbob,o2
xooxoobxx,o7
bobbbbbbb,x5
bbbbbbbbo,x5
bbxbbobbb,o5
xbbbbbbob,o5
obbbbbbxb,o5
bbbbbbbbb,o5
boxxbbobb,o5
xxooobxox,o6
xoboobxxo,x6
bbbbbbbbb,o5
bbbobbbbb,x5
bbbbbbobb,x5
xobobxbbb,o5
boboxxxbo,o3
bxxobxboo,o1
obxbbxobb,o4
bbbbbbobb,x5
bobbbbbox,x5
bbbbobbbb,x1
bbbxbobbb,o5
boxbbbxob,o5
bbobbbbbb,x5
bobbbbbbb,x5
oxbxoxobb,o9
bbbbobbbb,x1
bbbbbbbbb,o5
ooxobxxxo,o5
oobxooxbx,x3
bxoobxbbb,o5
bbbbbbbbb,o5
bobbbbbbb,x5
obxbbbbbo,x5
xobbbbobb,x5
bbbbbbbbb,o5
obobbobxx,x2
oxxobbbxo,o7
bbbbbbobb,x5
oobxoxoxb,x3
xbxoxoboo,x2
bxobxobbb,o8
xbbobbobb,x5
bobbxbbbo,x1
xboobobbx,x5
boboxbbbb,x1
xobobxxbo,o5
boobbxxob,x1
bbbbbbbbb,o5
boboxxobb,x1
obbbboxbb,x5
oxbobbxob,x5
bobbboxbb,x5
xbxboboox,o2
bbbobbbbb,x5
boooxxxox,o1
bbobbbbxb,o5
bxobobbbb,x7
bbbbbbxob,o5
xobbobbbb,x8
oobbbbbxx,o3
obbbxobbb,x3
bbbbbbbbb,o5
oxbbxbobo,x8
ooxooxbxb,x7
boxobbbbb,x5
bbbbbobbb,x5
xoboobbxx,o6
xxobboxob,o4
bbbbbbbbb,o5
xbxobbbob,o2
bbbbbbbbb,o5
bbobbbbbb,x5
oxoobxbbx,o7
bobbbbbbb,x5
bbbbbobbb,x5
xbxobbbbo,o2
xxbbxoboo,o3
xoxoxooxb,o9
bbbbbbbbb,o5
bbbbbbobx,o5
xbxoxoboo,x2
boobxbbbx,o1
obxbxoobx,o4
bbxoxboox,o1
bbobbbbxo,x6
bxbbobbbo,x1
bbxobxobo,x8
xoxobbbxo,o5
bbbbbbbbb,o5
bbxbbbobb,o5
xxoxobbbo,o7
bbbboxbox,o2
xbxboobbb,o2
bbbbbbbxo,o5
xxoxbboob,o9
bbbbbbbbb,o5
xbbooxbbo,x3
bxbbbbobb,o5
bbbboxbbo,x1
bbxbbbobb,o5
oxoxxbxoo,o6
bobbbbbbb,x5
bobbxxoxo,o4
bbbbbbbbb,o5
bobxobxxo,o1
xbobbobbb,x9
bbboxbobb,x1
oxxxxoboo,o7
obbxbbbob,x5
obbxxbbbo,o6
obbbbxbbb,o5
bboobbbbx,x5
bbbbbbbbb,o5
obxboxbbb,o9
bbbobbbbb,x5
bxoxbbbob,o5
bbobbxbob,x5
xbxbooxoo,x2
bbbbbbobb,x5
bbbbxbobb,o1
xoxooboxx,o6
oxoxobxox,o6
obbbbbxbo,x5
bbbobbbbx,o5
oobxbbxob,x3
bbbbbbobb,x5
xbbbbbobb,o5
xxbbboobo,x3
bbbobbbbb,x5
bbbbbbbbo,x5
bxbbxoboo,x7
bbbbbobbb,x5
xbboxoxbo,o3
bxbxooxob,o1
oxoxxbxoo,o6
bbbbobbbb,x1
boooxbxbb,x1
bobbbbbox,x5
bbbbbbbbb,o5
oobobbxbx,x3
xoxbxooxo,o4
bobbbobbx,x5
bbobobbbx,x7
bxobbbbbb,o5
xxbobobox,o3
bbbxobbbb,o1
bbbbbbobb,x5
boooxoxbx,x1
obbbxxobb,o4
bobbxbbob,x1
bbbbbbbox,o5
obbxbbbbb,o5
obbbbbbbx,o5
bxbxoobbo,x3
bbbbbbbbb,o5
bobbbbbbb,x5
booxobbbx,x1
xbbobbbbb,o5
bbobbbbbx,o5
bobbxobbb,x1
xbobxbxoo,o4
obbxoboxx,o3
ooxoxbbox,x7
booxbxoxb,o1
bbbobbbbb,x5
bbbbbobbb,x5
bbbbbbbbb,o5
xoobbxoxb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bobbbbbbx,o5
xbxbbobbo,o2
boxobobxx,o5
bboxoxbox,o2
oxbxobxob,o9
xxbxooboo,x3
bobobxbxo,x5
obxbbbobx,o4
obbbbbbbb,x5
bbxbbbbbo,o5
oxobbbxbb,o5
bbbbbbbbb,o5
bobbxobbx,o1
bbxooxbbb,o9
xboooxxox,o2
xoxbxooxo,o4
bbobbbbbb,x5
bbobbxbob,x5
xbbbxboob,o9
xxobbboob,x9
xxooobbox,x6
ooxxoobxx,o7
booxxobbx,o1
bobbxbobx,o1
xbbobbbbb,o5
oxbxxoxoo,o3
obbbbxbob,x5
bbboxxboo,x7
xobobxbbb,o5
bbbbbboxo,x5
boxbxbobo,x8
xobbbbbbo,x5
xooobbbbx,x5
obobxoxbb,x2
bbobbbbbb,x5
bbbbobxbb,o1
xobbbxxoo,o4
bbbbbbbbb,o5
xbobbbbob,x5
bbbbbbbbb,o5
bobxbbxoo,x1
oobbobxbx,x3
bbbbbbbbb,o5
obbbxobxb,o2
obbbbbbbb,x5
obxbbbbbb,o5
obbbbbbbb,x5
bbxbbxobo,o8
bbbbbbbbb,o5
bbbbbbbob,x5
bboobbxbb,x5
xbxobbbob,o2
obxoobxox,x6
bobbbooxx,x5
bobxbbbxo,o5
booxxobbx,o1
xxbbobbob,o3
bbbbbbbbb,o5
bxbobbxbo,o5
xbbbxobob,o9
bbbbbooxb,x5
bbbbbbbbb,o5
boxbxobbo,x7
bbbobxoox,x1
bbbobbbbb,x5
xbbboxobb,o3
obxbbbxbo,o5
bxoobxobx,o1
boxbbbobx,o6
xoboxbbxo,o3
bxoxxbobo,o6
bbbbbbbbb,o5
obbbbbbbb,x5
xobxobbxo,o7
bxobooxbb,x4
xxboobbxo,o3
bbbbbbbbb,o5
bbbbbbbbb,o5
obxbxooox,x4
bobbbbxbb,o5
oxobboxxb,o9
ooxooxxxb,o9
bbbbbbbbb,o5
bbobbbbbb,x5
obxbbbbob,x5
bbbbbbbbb,o5
oxbboxoox,x4
obxbbbbbb,o5
bbbbbbobb,x5
obboxbbbb,x7
xoxboxobb,o8
obboxoxxo,x2
xbbxobbob,o7
bbbbbbobb,x5
bbbbbbbbb,o5
oxboxoxob,x3
oxbbbxoxo,o4
bxbobbbob,x5
bboxbobxb,o9
obbbbbbbb,x5
xboobbxbb,o5
oxxxbooob,x9
obbbbxbob,x5
bbbobbbbb,x5
xbbbbobbb,o5
obxbbbxob,o5
bxobbxbob,o5
bbooxxbbb,o1
oxxboboox,x4
bbbxobbbb,o1
bbbbbbbbb,o5
bxoxbboxo,o5
oxxoxobox,o7
obbxobbbb,x9
bboxbbobb,x5
bbbxbbobb,o5
bbxobbbbb,o5
obxobxxoo,x5
bbbbbobbb,x5
bbxbooxbb,o4
bbbbbbbbb,o5
xobboboxb,x3
xbbbobbob,x2
xbxoxooob,x2
bbbbbbbbb,o5
xbobbxoob,x9
obbbxbbbb,o3
bbobxbbbo,x6
oxbobobxb,x5
ooxoboxbx,x5
bbbbobbbb,x1
obbbbbbbb,x5
xxobbbobb,o5
obobboxbx,x2
obbxbbbbb,o5
bboxxboox,o6
bxbobbbbb,o5
xoxoxboob,x9
booxbbbbb,x1
bbobbobxx,o7
xbxboobbb,o2
bbbbbbbbb,o5
oobbbbxbb,x3
oboxbbbbx,o2
xoxoxxobo,o8
bbobxooxx,o2
xobxobbbb,o7
bbbbbbbbb,o5
xbobbbbbb,o5
bbboxbbbb,o1
bxxxooobo,x1
oxboxbbbo,x7
bbbbbbbbb,o5
obbbbbbbb,x5
bbbxboobb,x5
xbbobbbbb,o5
bbbbobbxb,o1
bobboxbbb,x8
obbboobxx,x4
bxobbbbbb,o5
oxooxoxbb,x8
bbbbbboox,x5
bbbbxobbb,o1
bbbbbbbbo,x5
bbxoxooox,x1
xbbooxxbo,o3
bxbbobbbb,o1
xoxoobxbo,x6
bbbbbbbbb,o5
bxbboxbbo,o1
xbobobbxo,x6
bbbobxobb,x1
obxxxooox,o2
bbbbbbbbb,o5
oxoooxbxx,o7
bbboxxoob,x9
bbbbbobbx,o5
obbbbbbbb,x5
xboobbbbb,x5
bobbbxobb,x5
oboobbxxb,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
xbboxbobo,x8
oxbbxobbo,x8
bbbbbbbbo,x5
xobbbbbbb,o5
bbobxobbb,x9
bbbbbbbob,x5
ooboxxxox,o3
bxooboxbx,o5
bbbbbbbbb,o5
bbbbxobbb,o1
xxoxobbbo,o7
xbobxboxo,o2
bobbbbxob,x5
bxbbbbobo,x8
xxoobxobb,o5
obxbooxbb,x4
xbobbbbbb,o5
bbbbbbobb,x5
obxbxobob,x7
obbbbbbbb,x5
boxobbxbb,o5
xbxbbooob,x2
xbobobxbo,x4
bbxbbbbbo,o5
bobbbxxoo,x5
bbobbxbbo,x5
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbbbbbbb,o5
xoxoxooxb,o9
obobbbbbx,x2
bbxobbbob,x5
bbxbbbbob,o5
bbbbbbbbb,o5
bbbxbboox,o5
bobxbboox,x5
obxbbbbob,x5
bbbbbbbbo,x5
bxxooboxo,x1
bxobobbox,x7
xoxbooobx,x4
bxbbobbbb,o1
xoboxxxoo,o3
bbobxxbob,o4
bbbobbbbb,x5
bbbbbbbbb,o5
xbobbbbox,o5
bboobxbbb,x5
obxboooxx,x4
bbbbbxbob,o5
bbbbbbbbb,o5
bbbobbbbb,x5
bobxbbbbo,x5
bboobxxbb,o5
obbboxoxx,o4
bbbbbbbbb,o5
bxbbbobob,x5
bbobbxxob,o5
bbbbbbbbo,x5
bbbbbbbbb,o5
bbbbobbbb,x1
boooxbxxo,x1
ooxbxxboo,x4
obbbboxxo,x3
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbxobob,x1
bxxooboxb,o1
oxxboooxx,o4
bobbbbbbb,x5
obxobbbbb,x7
xbbbbbobb,o5
obbobbbbx,x7
xbooxooxb,x2
bbbbbbobb,x5
oboxoxbxb,o2
bbbbbbxoo,x5
xobbbxbbo,o5
