Game States,Optimal Moves
xxobooxbb,o4
bbbbobbxo,x1
bbbbobbbb,x1
bobbbbbxo,x5
oxoxoxxob,o9
xxobbooox,x5
bobbbbxbb,o5
bbbbobbbb,x1
bbbobbbxb,o5
bxooxoxob,x9
obbxbxoob,x5
obbbxooxb,x4
obbbbbbbb,x5
obobxxbbb,o2
ooxbbbbox,x5
bbbbbbbbb,o5
oxbbbobox,x5
bbbbbbbbb,o5
bbbbbbbob,x5
bbbxoobbb,x1
oxbxbbobo,x8
xbboobxbo,x6
xboobobxb,x5
bbbbbbbbb,o5
oboobxxxb,o2
xoxobboxo,x5
bbbbobbbb,x1
xboboxbbb,o7
obboxbbbx,o7
xbbboobox,x4
bbbxxboob,o6
obbbbxbbb,o5
bxbobobxo,x5
bbbbobbox,x2
bbxoxobbb,o7
bbbbbobbb,x5
bbxbobbbb,o1
bobbxxobb,o4
bbobbbbbb,x5
xobobbbbx,o5
bbbbobbbx,o1
xoxbbxoob,o9
bboboxbxo,x1
bxbbbboob,x9
bboooxxbx,o8
xxobxobob,o9
bbbbbbbbb,o5
bbbbxoxbo,o3
xobobobxx,o5
bbbbbbbbo,x5
boxbbboxb,o5
bbobbbbbx,o5
oxoxoobxb,x9
bxbobobbx,o5
xboobxbox,o5
bbbbbbbbo,x5
bobxoxobb,x8
bbbxxooxo,o2
bobxoobbx,x8
bobbxobxo,x3
bbbboobxb,x4
bobbbbbbb,x5
bbbobbbbx,o5
obxoxobbx,o7
oobxxoxox,o3
boxbbooxb,x5
oobxxoxbo,x3
bbbbbbbbb,o5
boobxboxb,x1
bbbbbbbbb,o5
xbxbbbobo,o2
bbboboxbb,x5
bbbbbbbbb,o5
obbbbxbbb,o5
bbbbbbbbb,o5
bxbbbbxoo,o5
bobobobxx,x5
bbbbbbobb,x5
bbbbxbobb,o1
xbobobbbx,o7
xbbbboobb,x5
bbbbbbbbb,o5
obxxooxob,x2
bobxxoobb,x1
xbboxobxo,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xbobboxox,o4
booxxoxox,o1
oobbxbxbb,o3
xoobxooxb,x9
bbbbbbbbb,o5
xxobxboob,o9
bbbbxxoob,o4
bobbxoxbb,o3
xobobbbbb,x5
xbbbbobbb,o5
obxxbxobo,o5
xbooobxbx,o6
bbooxoxxb,o9
bxbbbbbbo,o5
bbbbobxob,x2
bbobxbbbb,o1
bbbbobbbb,x1
boxbbbbbb,o5
bbbbbbbbb,o5
bbbxobobx,o3
xoxoboxbo,x5
boxxboxob,o1
bbbbbbbbb,o5
bbbbxobbb,o1
ooxobbbbx,x7
bbbbbbobb,x5
bxxoxooox,o1
bbobbxxoo,x5
bbbbbbbob,x5
bbobbbbbb,x5
bbobbbxbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bobbboxbb,x5
bobobbbbx,x5
oboxbbbbx,o2
obbbbxbob,x5
boxbboxxo,o5
bbbobbxbo,x5
bbbbbbbbo,x5
bbbbobbbb,x1
bxxbobbbo,o1
bbobxxobo,x4
ooxxboxob,x5
bbbbbbobb,x5
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbbbo,x5
bxooxoxox,o1
bbbbbbbbb,o5
bxxboboox,o1
bbbbbbbbb,o5
bbbxobbbb,o1
bxbboxoxo,o1
xbooxbobb,x9
xbbooxobb,x3
ooxxbxxoo,o5
ooxxbbbbb,o5
xbboxbbbo,o3
bxbbbbbob,o5
bbbbbbbob,x5
bbbbbooxb,x5
bbxbbobob,x5
bbbbbbbob,x5
xoxbbobbo,x5
bbbbbbobb,x5
bbbbbbbbb,o5
xoxxbooxo,o5
xoboobxxb,o6
bbbobboxb,x1
oxoxbxbbo,o5
obxobbbbx,o7
boxbbobbx,o5
bbbbxbobb,o1
bboooxxbb,x1
bobbxbbbb,o1
bbbxbbbbo,o5
bxobxbbbo,o8
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbobbx,x5
bxobobbbb,x7
bbbbbobox,x5
obbbbbxbb,o5
oxobbbbbb,x5
ooxxoxobb,x8
xoxbobbbb,o8
bbbbbbbbb,o5
xoxoxbobo,x8
bbbbbbbbb,o5
bbbbobbbb,x1
xbbxobobb,o3
bobbxbxob,o3
ooxbbobbx,x5
boooxxbbb,x1
bbobbbbbb,x5
bxbobxobo,x8
bbbbbobbb,x5
oxooobxbx,x6
bobbbbbbb,x5
bbobxxboo,x4
bxbbbobxo,o5
bbbbobbbb,x1
boobbbbxb,x1
xbobbbbob,x5
xbobbbbxo,o6
obbxbbobb,x5
bobxbbxob,o1
bbbbbbbbb,o5
boxboobbx,x4
obbbbbbxo,x5
bbbbbbbbb,o5
obxoxxboo,x7
xbbbbobbb,o5
bobbobbxb,x1
xxoxobbob,o7
oxxxboboo,x7
obbboxbbb,x9
bbbbbbbbb,o5
xbxoobobx,o2
xbobbbbob,x5
obbbbbbbb,x5
bxxoxbboo,o1
bobbbbbbb,x5
bobbbbbxo,x5
xobxoobxo,x7
xboboxbbb,o7
bobxbbbbb,o5
bxxbbbboo,o1
bbobbbbox,x5
obxbbbobx,o4
bobobxbbb,x5
bbxboobxo,x4
bbbbbbbbb,o5
bbbobbbbb,x5
xxooxxboo,o7
bbbbbbbob,x5
xobbbxoob,x9
oobbbbbxx,o3
boxxbobbb,o5
oxbxbobbb,o5
xoxoxxboo,o7
bbbbbbbbb,o5
bxbooxxoo,x1
oxboxoxob,x3
xoobboxbb,x4
bbbbbbbbb,o5
xxbobbobb,o3
bobbbbbbb,x5
ooxbbbxbb,o5
bobxoxxbo,o1
bobobbxxb,o9
obbxbbobx,o5
bbbobbbbb,x5
xobboxoxb,o3
oxbbbbbob,x5
bbbbbbbbb,o5
obobbbbxx,o2
bbxbbbbob,o5
bboxbbbbb,o5
bobbxbbxo,o1
obbbbbbbb,x5
obbbbxxob,o5
booboxxbx,o1
xobboboxx,o3
bbbobxbbo,x5
bbbbbbbbb,o5
bxbboobbb,x4
xbobbbbox,o5
bobxbobbb,x5
bbbbbbbbo,x5
xobobobbx,x5
bbbbbbbbb,o5
bxobxbbbo,o8
bbbbbbbbb,o5
xoxxboboo,x7
bobbbbbbb,x5
bbbbxbbob,o1
xbobbbobb,x5
bbbbbbbbb,o5
xoxbxoobb,o9
xbbbbobbb,o5
bbbbbbbbb,o5
bxooxxbob,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
obxbbobxb,o5
ooxbbbobx,x4
xobobxbxo,o5
bxbbbbobb,o5
ooxxbxoxo,o5
boxooxbxb,o9
xbbboobxb,o4
bobbxbbbb,o1
bbbbbbxob,o5
bbbbbbbbb,o5
bxxbbooob,x1
bbbbobbbb,x1
booxobxbb,x1
xxbbxoobo,o3
bboboxbbb,x7
obbbxbbbb,o3
bboooxbbx,x7
xxoxobboo,x7
obbxoboxx,o3
bbbbbbbox,o5
booxbbbxb,o1
bbbbbbbbb,o5
xbboobbox,x6
bbxoobbxo,x6
obbbobbxb,x9
bbbbbxobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
xbxobbboo,x2
bbbbbbbob,x5
bbbbbbbbo,x5
bbbbbbbbo,x5
xoobxboxo,x6
booxoxbxb,o1
xbbxoooxb,o3
bbbbbbbbb,o5
bxbbbobbb,o5
xoboxoxxo,o3
bbbbbbbbb,o5
xxbobobox,o3
xooxbobxb,o7
bxbxbooob,x9
ooxxbobox,x5
oxxoxobbo,x7
bbbobbbbb,x5
bbbbbbbbb,o5
bbobbbobx,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
xobbbbobb,x5
bbobbbbbx,o5
bxxobobob,x1
bxoobobxx,o5
xxbobbobo,x3
bxxxoooxo,o1
bbbbooxxo,x4
xxooobxxo,o6
oxobxobbb,x8
bboboxbbx,o7
bobbbbbbb,x5
bbbbbbobb,x5
bbbbbbbbb,o5
bbobbobxb,x9
xoobxxoxo,o4
xbbbbobbb,o5
bbobxxbbo,o4
bbbbobbbx,o1
bbooxobxb,x2
bbbbbbbob,x5
bbbbbbbbb,o5
bxbboooxx,o4
xxobbooox,x5
bbbbbbbbb,o5
bboboxbbx,o7
oxobxbxoo,x6
bbbbbobbb,x5
oxbxbobbo,x3
obxxboxoo,x5
xobbbbbbb,o5
bbbbbbbbb,o5
bbobxobbb,x9
bbxobbbbb,o5
bbbbbbbbb,o5
oxbbbxobb,o4
xoxobooxx,o5
bbbbbobbb,x5
bbbobbxxo,o5
boxoxboxb,o1
xbbbbbbbo,o5
oboxbbobx,x2
bbbbbbbbb,o5
bbobbbbbb,x5
xbbbbbobb,o5
bbboxobox,x1
bbbbbbbbo,x5
obbbbbbbb,x5
bxobbbbbb,o5
obbobbxxb,o9
bbbbbbbbb,o5
bbxobbxob,o5
bbbbbbbbb,o5
bobbbbbbb,x5
xobbooxbx,o4
bobbxooxx,o1
bbbbbbbbb,o5
bbbxoobox,x2
bxbxoobbb,o1
bbbbbbbbo,x5
bbbbbbbbo,x5
oxboxobbx,o7
bbbbbbbbo,x5
boxxxooox,o1
bbbbbbbbb,o5
xbobxbboo,x7
oxoobxbxb,o7
bbbxooxbo,x1
bxbbxoxoo,o3
bbbbxbbob,o1
bbobbbbbb,x5
bbbbbbbbb,o5
obbbbbbbb,x5
bbxbbboob,x9
bbbbbxobo,x8
bbbbbbbbb,o5
oxbbxobbb,o8
bxbooxbbo,x1
bbbbbboox,x5
bobxbbbob,x5
xxoooxxob,o9
bbxbbobbb,o5
xobbbbbbb,o5
xobboboxb,x3
xbbbbbobb,o5
bbbbbbbbo,x5
xbbbbboob,x9
bxobbbbbb,o5
bbobbboxb,x5
bobbbbbbx,o5
xoxbbbboo,x7
xbxbobbob,o2
oxxoobbbb,x6
bbbbbobbb,x5
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbobb,x5
xoobooxbx,x4
bbbobbbbb,x5
oobbbbxxo,x3
xbxoboxbo,o2
xoobxbobb,x9
bbboxboox,x1
obbbbbbxb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bboxobbbx,o7
oboxbbxbb,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
xboobbxox,o5
boxbbobbb,x5
xbobbbbbo,x6
xbbbbbbob,o5
bbbbbbobb,x5
oxbooxxob,x9
xxoooxbxo,o7
bbbbbbobb,x5
obbbboxxb,o9
oobbbxoxb,x3
oxoxxboox,o6
bbbbbbbbb,o5
boboxooxx,x1
bbbxbboob,x9
bobobbbxb,x5
bbbbbbbbb,o5
bbbbobxbb,o1
obbbbbbxo,x5
bobbbobxx,o7
bxbboxboo,x7
bxoooxxxo,o1
bbbbxoobb,x1
xbbbbboob,x9
obbbbbbox,x5
bbbbxobbb,o1
xbbbbboob,x9
bbobbbbbb,x5
bbbbbboox,x5
xbobbxbbo,o5
bxbboobbb,x4
oxbbbbxob,o5
oobxxbobx,o3
bbbbbbbbb,o5
xxboobbob,x3
bbxbxoobb,o1
booxxoxox,o1
xoboxbxoo,x3
xxooxxboo,o7
bbobxxbob,o4
oxbbbobxb,o5
bbbxooxbo,x1
bbbobbbbb,x5
bobobbxbb,x5
bobbbxxbo,o5
oobxxbxbo,o3
bobbbbbbb,x5
bobbbbbox,x5
bxbbobbob,x1
ooxbxobxb,o7
bbbbbbobb,x5
xxobbobbb,o9
ooxbbbobx,x4
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbbbo,x5
xbbbxoobo,x8
xobobxoxo,x5
bbbbbxbbo,o5
bobbbbxbb,o5
ooxbxboxb,o4
bxbooxxbo,o1
bxxoboobx,o1
xoobxxxoo,o4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbxoobox,x2
oxxbbboxo,o4
obbbbbxob,x5
oxbxoxoob,x9
bboxbobbx,o5
booxxbbbo,x1
bbbbooxbb,x4
xbboxbbbo,o3
bbbbobbbx,o1
bbbbxobob,x1
obobbbxxo,x2
bbobobxxb,o9
bbbbbobbx,o5
bbbbbbbbb,o5
ooxxoobxx,o7
obbbxxbbo,o4
xobobbbbb,x5
bxobbbbbb,o5
obbbxoxxo,o2
bbxbbbbbo,o5
bxoxobbbo,x6
bbooxbbbb,x1
bxoobxbbo,x5
booboxxxo,x1
bboxbbxob,o1
bxbbbobbb,o5
bbbbbbobb,x5
bobbbbbbb,x5
xxooobxob,x6
bbbbbbobb,x5
bxbbbbbob,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
xoxoxobxo,o7
bbbboxbob,x2
bobxbobbx,o5
bbbbbobbx,o5
bbbbbbobb,x5
bxobxoxob,o9
obbbbxoxo,x4
bobxboxob,x1
bbbbboobx,x5
bbbbbobbb,x5
obbbbxbbb,o5
bbbbbbbbb,o5
xxbboooox,x3
obxbbxxoo,o5
bbxbooobx,x4
bobxobbxb,o1
bobbbobxb,x5
bbbbbbbbb,o5
bbxbboobb,x5
oxbbbbbbb,o5
bbooxoxox,x1
xbbbobbbb,o3
bbbbbbbob,x5
bobobxbxb,o5
oxbxobobx,o3
bbbobbbbb,x5
obxbobbxb,o9
bxbobbbxo,o5
bbbbbbbbb,o5
oxbbbxboo,x7
bxbbxoxoo,o3
xooooxxxb,o9
boooxxxxo,o1
bbbbbbbbb,o5
bxbbobbbb,o1
obxbbboxb,o4
bboxobbbb,x7
bobbbbbbb,x5
obbbbxbbb,o5
xxbobooox,x3
xxobbobob,x9
bbbbbbobb,x5
bbbbbbbbb,o5
oxbbbooxx,o4
bbboxobbx,o1
oxoxbboxo,x5
bbxxxoobo,o8
bbobxbbbb,o1
oxbxoooxx,o3
bbbbbxbbo,o5
bbxbbobbb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
bbbbbbbbb,o5
bobxooxbx,o8
obobxbxbo,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbxo,o5
obbboxbox,x2
bxoobbbbx,o5
bbobboxbb,x9
bbobxobbx,o1
oobobxxbx,o3
bbbbbbbbo,x5
bbbbbbbbb,o5
xboobxbbo,x5
bbbbbbbbb,o5
obbboobxx,x4
xxobbbxoo,o4
xooxoobbx,x7
boxxxooxo,o1
obbxboxox,o5
xobbxbobo,x8
xooooxxbb,x8
xbbbbbbob,o5
bbbbbbbbb,o5
bxbxbobob,o5
obbbxxobo,x4
xooxbbbbb,o7
bxbobbbbb,o5
bxbobbbob,x5
xbobbbbbb,o5
obbbbbxbo,x5
bbobxbbbo,x6
bbobbbbbb,x5
boobbbbxb,x1
bbbobbxbo,x5
boxbobbbx,o8
bboxbxbob,o5
oxbobbbbx,o7
bxbbobbbb,o1
bbboxbxob,o3
xobbxxboo,o4
boobbbxxo,x1
xoobbobxx,o7
bbbobxbbb,o5
xbxbooxoo,x2
obbbbbbxb,o5
xbbobobbx,o5
xboobbbbb,x5
oxbxooxox,o3
bobboxoxb,x3
bbbbbbbbb,o5
obxxbboob,x9
bbxboboxo,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
xooobxxbb,o5
oobxxobbb,x3
bbbbbbbbb,o5
ooxbbbbox,x5
oboxxbbbb,o2
bbbbxbbbo,o1
xbbbxooob,x9
bxobbbbbb,o5
oxxobxxoo,o5
bobboxobx,x8
bbbbxobbb,o1
boobbboxx,x1
bbbbobbbb,x1
obbxbbbob,x5
xbbxboobb,o5
bbbbobbbb,x1
oxboxxxoo,o3
bbbxoobbb,x1
xobbbbbbb,o5
bxbbbbboo,x7
bobbbbbbb,x5
xxoobobxb,o5
oboxxoobx,x2
bbbbbbbob,x5
oobbbxbbx,o3
bbobbbbbb,x5
bbbbbbbbb,o5
xxbbxoobo,o3
bbxoobbbb,x6
bobbbbbbb,x5
xxbobxboo,o3
bxobbxoox,o5
bbbbbbbbb,o5
bbxbobbbo,x1
xbbobobbx,o5
bobbbbbbb,x5
bxbxooobx,o3
oboxbbbox,x2
bbbobbbxb,o5
boxbobbbb,x8
bobxbbbbb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bxbbboobb,x5
bbobbxbob,x5
xbbxxoobo,o8
ooboxbbbx,x3
bbbbbxbob,o5
xoobbbbbb,x5
xbbooxxbo,o3
oobobxbxx,o3
ooxbboxbb,x5
bbbbbbbbo,x5
bxbbbbbbo,o5
bbbbobbbb,x1
bobbobxxo,x1
oxbbxobob,x3
bbbboobxb,x4
bbobbxbbb,o5
obxxboxbo,o5
bbxbxooob,x9
bbbxbobob,x5
bobbbbxbb,o5
bbbxbbboo,x7
obbboxxob,x2
bbbbbbbob,x5
oboooxxxb,x2
bxbxboobb,o5
bboxobbbb,x7
bbbbboxbo,x3
bbbobbbbb,x5
bbobbbxbb,o5
bbbbbbbob,x5
bbbxbbbbo,o5
bbbbbobxb,o5
bbbbbbbob,x5
bbbboobbx,x4
xbboxbbob,o9
bbbbbbbbb,o5
obxoxbbbb,o7
bbbxbobbb,o5
oxobobxbb,x9
bbbbbbbbb,o5
bbxbbboox,o6
boooxxbbx,o1
xboboxbob,x2
bbbbbobbb,x5
bobbbbbbb,x5
bbobbbbxo,x6
bbbbbbbbb,o5
bbbboxbbo,x1
obbbxobox,x3
xxoboobbb,x4
bbbbbbbbb,o5
xxobbbbob,o5
xbxobobob,x2
bbboxbbbb,o1
bbbbbbbbb,o5
bbbbobbbb,x1
boxxoobxo,x1
bbbbbbobb,x5
bbobxoxob,x9
bxobobbxo,x6
obbxoxoox,x2
xxbboobob,x3
boxxbobbb,o5
bbobxbbbo,x6
bbobboxox,x5
bbbbbbbbb,o5
bbbbxbbob,o1
xbxobboob,x2
obbbbxxbo,o5
bbbxbbbob,o5
obbbbobxb,x5
bboobbxbb,x5
bobbxoxox,o1
bbbobxbbb,o5
xoxbobobb,x8
obxooxbxb,o7
boxoxxoxo,o1
bbbobbbbb,x5
ooxoxxbxo,o7
oobxxbobx,o3
obxooxxob,x2
bbxxooobb,x1
bboboxxbo,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbbxo,x5
obbbbbbbx,o5
bbbbbbbbo,x5
xobboxxbo,o4
boxbobbbb,x8
bbbbbbbbb,o5
bbxobxobb,o1
bbbbooxbb,x4
xoooxxxob,o9
bobxooxxo,x1
xooxxooxb,o9
obbxbbxoo,x5
xbxxboboo,o2
bbboxbobb,x1
bbbbobbbb,x1
bbbbbbbbo,x5
bbbbobbbb,x1
bbbbbbbbb,o5
boxxbboob,x9
bbboxbbxo,o2
obbbbbbbb,x5
obboxbbbb,x7
bbobbbbbb,x5
xoooxxbbo,x7
oxbxooxob,x9
bxooxbxbo,o8
obxbbbbbb,o5
bbbboxbbo,x1
bbbbbobbb,x5
obbbxbbbb,o3
obxobxbbb,o7
obbbbbxbb,o5
boxbbbbbb,o5
bbbbbbobb,x5
bbbxbobob,x5
xoboxoxxo,o3
xoxobobox,x5
boxboobbx,x4
bbobbbbbb,x5
bbbxbbbob,o5
bbobbbbbb,x5
bbbbbbbbb,o5
xoobbbbbx,o5
bbobbbbbb,x5
xbbbbbbbo,o5
obbbboxbb,x5
bbbbbbbbb,o5
bxxboooxb,o1
obxobxxbo,o5
oxxbxoobb,o4
oboxbxoxo,x2
booxbobbx,x1
bbbbbobbb,x5
bbbxobbbb,o1
obxbbxbbo,o5
xobxbbbob,o7
boboxbbbb,x1
oxxoboxxo,o5
xboobxoxo,x5
bbooxbbbb,x1
oxoxxobob,x9
xoxxbooox,o5
xboobooxx,x5
bxoxbbbob,o5
booxxboxo,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
xobxbbobo,x8
bboxbooxx,o5
bxobbbbob,x5
bbxobobbb,x5
bobbbobxb,x5
xbbobbbbb,o5
xbbbobbbb,o3
bbxboxbob,o2
bbbbbbbob,x5
bobbbbbbb,x5
bbbbbbobb,x5
oxbbbbbob,x5
bbbbobbbb,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bxooxobox,x1
bobbbxbbb,o5
bbbbbbbbo,x5
oxbbxxobo,o4
bxbooxxob,o1
bbbbbobxb,o5
bbbbxbobb,o1
bobbxoxbb,o3
bbbbbbbbb,o5
bbbbbobbb,x5
oxoxbboxb,o5
bbbbbbobb,x5
oxoxxbxoo,o6
bbobbbbbx,o5
bxbooxxob,o1
obbbbbbxo,x5
bbbbbbbbb,o5
xobooxbxo,x3
bbbbbbbbb,o5
bbxxoooxo,x1
boxbxooxo,x1
bbbbbbbbb,o5
bbbbbboxo,x5
oobxoobxx,x3
bxbobbobx,o1
oxxxoobbb,o9
bobbbbxbb,o5
xbbbbbbbo,o5
bxboobxxo,o6
xbbbbbobb,o5
bbbbobbxb,o1
bbobbbbbx,o5
obbxbbbbb,o5
oxoxbboxb,o5
bbbbbxoob,x9
boxoxxoob,x9
bbbxbboob,x9
bbbbbobbb,x5
xxbboboxo,o3
bxobbbbob,x5
boobxxbbb,o1
bbbbbbbbb,o5
ooxxbobbb,x5
bxobooxxb,o4
oxbobbxbb,o5
bbobbbbbb,x5
obbxxoobb,x3
obbbbobbx,x5
bbbbxoxbo,o3
bbbboobxb,x4
obbbxbbbb,o3
xbbxobobb,o3
xbxobbbob,o2
bbxbobbbb,o1
bbbbbbbbb,o5
bbbbboxbb,o5
boobxbbbb,x1
boobxoxox,x1
oxbbbbbbb,o5
xobbbbbbb,o5
bboboxxbo,x1
bxbobobbx,o5
bbbbbbbbb,o5
bxbboxbob,o1
boboxbxbb,o3
bbbbbxobb,o5
bbxbbxboo,o7
bbbbbbbbb,o5
bbooxxbob,x1
oxxbobobx,o4
bbbbbobbb,x5
bxobbxboo,x7
bxoxxboob,o6
bobbbbbbb,x5
bxxobbbbo,o1
bbbobbbbb,x5
obxbbbbox,o6
ooxooxxxb,o9
oxxxoobox,o7
ooxbxbbbb,o7
ooxbxxoxo,o4
bbbboobxb,x4
xoxobxoxo,o5
xxbxooobo,x3
oxbbxbobo,x8
bxbbboobb,x5
boxoobxbx,o6
xxooobbbb,x6
bboxbobbb,x9
bxbbobxbo,o1
xoobobbxb,x7
xoxoxbobo,x8
bbbbbbbbb,o5
bxxobbxoo,o1
bbbbbbbob,x5
bbbbbbbbb,o5
xbxboooox,x2
bbbbbbobx,o5
boxbbooxx,o5
bbbbobbbb,x1
bbboobbbx,x6
boxxboxob,o1
obxbbxobb,o4
bobbbbbbb,x5
boxoboxbb,x5
xbbbbobbb,o5
bbbobbbbx,o5
oxooxoxbx,o8
oxbbbxoob,x9
obxbbbobb,x4
bobbbbbbb,x5
xbbbbbboo,x7
bxbooxoxb,o1
bbbbbbbbb,o5
booxooxbx,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
xxbbobbob,o3
booxobbbx,x1
xoxbobbbb,o8
bbbbbbbbb,o5
bbbbbbbbb,o5
oxobbbxbb,o5
bbobbooxx,x5
xoxoboxxo,o5
bbbbbbbxo,o5
bbbbbbbbb,o5
bbbbbxobb,o5
xooobbxxb,o9
bobbxboxo,x1
boxxoxobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
xoxbbooox,x5
bbobbbbbb,x5
bbbboxbbo,x1
xbxoxooxo,o2
bbobbbbbb,x5
oxobboxox,x5
xbxobboob,x2
bbboobbxb,x6
bbbbbbbob,x5
bxxobobob,x1
boxbbbbbb,o5
bxxoobxob,o1
bbbbbbbbb,o5
bbbboxbbb,o1
bbobxobox,x1
obxobbbbb,x7
bbxoxbbbo,o7
bbobbbbbx,o5
bbbbbbbbb,o5
bbbobbxbb,o5
xbbobobbx,o5
bboxoxbbb,o7
bbobbbbbb,x5
bbbobbbbb,x5
xobxxboob,o6
bbbbbbbob,x5
bbbbbbbbb,o5
ooxxxboox,o6
bobxbboox,x5
xbxbxooob,o2
bbbobbbbb,x5
booxxoobx,x1
xoxxoobbb,o7
bboobxbbb,x5
xxoobxxoo,o5
bxbobbbox,o5
oxooxbbox,x7
obxxobobb,x9
obbxobbxb,o9
xbooobbbx,x6
boxxbbbob,o5
oobxxobxo,x3
bbbbbbbbb,o5
bbbbbobbb,x5
bbbbbbbbo,x5
bbxxoxobo,o8
oxxobbbob,x7
xxoobxobo,x8
bbooxbbbb,x1
xoxbobobx,o8
bbbbboxbb,o5
obbbxxbbo,o4
xoobbxbob,x5
ooxxxbobb,o6
bobbxxxoo,o4
obxboobbx,x4
xxbbobobb,o3
bbbbbbbob,x5
oobbobxbx,x3
oxobbboxx,o4
bbbbbbbbb,o5
bbbbobbbb,x1
booxbbbbb,x1
obbbbobxb,x5
bboxxbboo,x6
bboxobbbb,x7
bbbooxbbx,o3
bbbbbbbbb,o5
boboboxbx,x5
obbboxbox,x2
booobxxxb,o1
obbxxbobb,o6
bbbbxoobb,x1
ooxbbxbbb,o9
bbbbbbbbb,o5
bbbbbobox,x5
bboxbooxx,o5
obxxbboxo,o5
xooxbbbbo,x7
oobbbxbbb,x3
xobxoxobb,o8
xoxbbbboo,x7
bbbbobxob,x2
bobxxbobo,x6
obbbbbxbb,o5
xxobxoobb,o8
xxoooxbox,o7
xbbbooxxo,o4
bbbbooxbx,o4
bbbbobbbb,x1
bbobbbbbb,x5
bxxobxboo,o1
bobbbbbbb,x5
xoxooxbxo,o7
bxbooxxob,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
boobxxoox,x1
obbboxbbb,x9
bbxooxobb,x1
xooxxboxo,o6
bbbbbbbbb,o5
bbbbbbobb,x5
bboxboobx,x5
bxboobxbb,o6
xoooxbbxo,x6
booxbboxb,x1
boxoxobxb,o7
bbbbbbbob,x5
obooxxbxb,o2
bbbbbbbbo,x5
bbbbbbbbb,o5
bobxbxboo,x5
boobbxbbb,x1
bbbobbxbb,o5
bboxbobbb,x9
xobooxoxx,o3
xxbbbobbo,o3
bbbobxbxo,o5
bbbbbbobb,x5
obbbbxbbo,x5
bbbobxbob,x5
boxboobxx,o4
xbobbobxb,o9
bbbbbbobx,o5
bbbbxoxbo,o3
bbxbbobox,o5
bxoxobxbo,o1
bobbbbxbb,o5
bobxbboox,x5
bbbbbobbb,x5
bbbboxbbb,o1
bbxbobbob,x2
bobbbxbox,o5
xoxoboxxo,o5
obobxxoxo,x2
ooboxxxxo,o3
booobxbbx,x1
bbbxooobx,x3
bxbxbobob,o5
bbxxobobo,x8
bboxbbbob,x5
xobobxobb,x5
bbbobbbbb,x5
xooxbxobb,o5
oobobxbxx,o3
xbbboobxo,x4
ooxbbbbxo,x5
bbobbxbbo,x5
bbbobbbbb,x5
bxbobxobb,o1
oxobbxoox,x4
boobbbbxb,x1
bbobxxoox,o4
bobxoboxb,x3
bbbbbbbbb,o5
obbboxbbb,x9
oxobxbbbb,o8
bbobxboox,x1
ooxbbbbbb,x5
obxobxbbb,o7
oobobxbbx,x3
bbxobbobb,x1
bbxbbboob,x9
oxboxbbbb,o7
oxxxbooob,x9
oxoobxbxo,x7
bbbbobxbb,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
boxbbbxoo,x5
bboobxbbb,x5
oboxboxxb,o2
oxobxbxoo,x6
bxobxboob,x9
bboboxxbb,o1
bxboobbbb,x6
bbbobbbbb,x5
bbbbbbbbb,o5
xbobbbbob,x5
bobbbbbbb,x5
bbbbbbbbb,o5
obxbxoobx,o4
bobobxxob,x5
bbbbbbbbb,o5
bxbxboxoo,o1
bbbbobbbx,o1
bbbbbbbob,x5
bboobxbox,x5
bobbxxxoo,o4
oxobxbbob,x7
obbxbbbbb,o5
xxbxoooxo,o3
obbbxoxbb,o3
bbxxboboo,x7
obxxooxob,x2
ooxxxobbo,x7
bxbbbobob,x5
oxxobbxoo,x5
xbboxxobo,o8
boobbxxbo,x1
xbxboboox,o2
bobbxbbbo,x1
bobbbbxbb,o5
bbbobbxbb,o5
oxxoxbboo,x7
obbbbbbbb,x5
bobxxooxo,x3
bbbbbbbbo,x5
bxxobobxo,o1
obbxxobob,x3
bbxboxboo,x7
bbbbbbbbb,o5
xobbxbobb,o9
bxboxbobb,o1
oxooxxbox,o7
